Trial,S0_A1,S0_A2,PRw1,PRw2,PRw3,PRw4
1,0,1,0.75,0.25,0.4,0.6
2,0,1,0.7459552039643496,0.26328437348284256,0.4267244890571821,0.5916927239080643
3,1,1,0.7480187747680452,0.26760923135348896,0.4300347903423857,0.6273975680089128
4,1,0,0.7146654055274129,0.27719290805019314,0.40233199041909246,0.6708661578399807
5,0,0,0.7249561917015326,0.27358817213867626,0.3893944665922354,0.6814485231890222
6,0,1,0.7236474451466639,0.2733908086592319,0.3809327321294007,0.6593302953725256
7,0,1,0.7363083570854739,0.2532215599845219,0.4210669330861196,0.6455696489625052
8,0,1,0.7457796517520126,0.26379886197552604,0.39564667469194703,0.6398160974686354
9,0,1,0.7463584090332278,0.25203580213656296,0.4039760518763701,0.7018880347736585
10,1,0,0.7240644437835875,0.271302205619094,0.37388417460139495,0.7119794983839863
11,0,0,0.6693889378520571,0.3002801459026576,0.37549014777708367,0.6863778626483409
12,0,0,0.6362977158300973,0.2851762429139604,0.3662889900407233,0.6727835139623511
13,1,1,0.6584319573224054,0.2773324270515633,0.3421165973728057,0.6458229561430919
14,0,1,0.6390124338595168,0.30653041138304404,0.3655593134690611,0.6540854059150956
15,0,1,0.6362162227412361,0.30817311152754073,0.38788480225037003,0.6322208968975318
16,0,1,0.6379852270390992,0.3451146963068079,0.3702513045395874,0.646828464676808
17,0,1,0.6469899047574541,0.3483992976125893,0.3491130799487335,0.6554527132691009
18,0,1,0.6057183160589168,0.38701722643316583,0.33289047698583524,0.6714969070648464
19,0,0,0.5692205066150964,0.38152132212692763,0.3350282744063321,0.662811731295084
20,1,1,0.5792159835513562,0.3686399569224043,0.32621159969962416,0.6611182146564833
21,0,1,0.566149871211827,0.3367029371724929,0.34665439040262785,0.5726722514824713
22,1,0,0.5175812229812434,0.3178747726494002,0.3357666912325748,0.5931015193299449
23,0,0,0.4954545489971966,0.31719564296005165,0.3129025444856274,0.5654836823942345
24,0,0,0.47798559444436606,0.3270271330139794,0.30975947238154206,0.5609701730546317
25,0,1,0.460357653277776,0.3225035002414533,0.3223581041234468,0.5446937021431115
26,0,1,0.44140064088674624,0.34402963272281945,0.32418802974785227,0.5788497750819886
27,1,1,0.4351135408819028,0.30880415487011925,0.3471424563020602,0.590596322592975
