Trial,S0_A1,S0_A2,PRw1,PRw2,PRw3,PRw4,Rw1,Rw2,Rw3,Rw4
1,0,1,0.25,0.75,0.4,0.6,0.0,1.0,0.0,1.0
2,1,0,0.25927284719917426,0.724786359904351,0.3806287712849516,0.6259656929998594,0.0,1.0,0.0,0.0
3,1,1,0.3220265159545174,0.7497738446044053,0.404762979478185,0.6629121054827607,0.0,1.0,1.0,0.0
4,0,1,0.3613263380495142,0.7162682672166835,0.39825071921247873,0.6836841252543794,1.0,1.0,1.0,0.0
5,0,0,0.33946389175055813,0.7439958853769763,0.3859066425073053,0.6769423760780504,0.0,1.0,0.0,1.0
6,0,1,0.3377215004840023,0.740634013011314,0.37704654278018973,0.6810827575867175,1.0,1.0,1.0,1.0
7,0,1,0.3649746979239615,0.7061892436737894,0.3822230604884593,0.6899945151896085,0.0,1.0,1.0,1.0
8,0,0,0.38763041986614893,0.7002429856653491,0.4018475631560247,0.7283371725288362,0.0,0.0,0.0,0.0
9,0,1,0.4039959634591535,0.6741855970587863,0.39288464808566864,0.7237561367643037,0.0,1.0,0.0,0.0
10,0,0,0.3927086778101413,0.6883873546929454,0.3826256714818383,0.7453377950257429,1.0,1.0,1.0,0.0
11,0,1,0.3749265668295054,0.6898580118341404,0.41853890327350707,0.696342242268859,0.0,0.0,1.0,0.0
12,1,1,0.3548068001513532,0.667138397954446,0.3600224276660846,0.6999617076140824,0.0,0.0,0.0,1.0
13,1,1,0.3877789797825685,0.6646997566408208,0.36808609138008935,0.7278413723928789,0.0,1.0,0.0,1.0
14,0,0,0.3863339267333253,0.6665924072312965,0.3848151586370606,0.7401828135840437,0.0,1.0,0.0,0.0
15,0,1,0.36634507572648733,0.6465170069764988,0.37126814391220997,0.7068758908779873,0.0,0.0,1.0,0.0
16,1,1,0.36794003755989324,0.678033489334165,0.3903101349052581,0.6988991158385479,0.0,1.0,1.0,1.0
17,1,1,0.4336554644172454,0.6399097234666211,0.37402177625927796,0.7361741417538391,1.0,1.0,0.0,1.0
18,1,1,0.4524056994634323,0.6234847492921038,0.3991289644855133,0.7343384001152085,0.0,0.0,0.0,1.0
19,0,0,0.45664346934251626,0.5836258401932818,0.36851773661658244,0.7382170787524363,1.0,0.0,1.0,1.0
20,1,1,0.4380908250305217,0.5700008875559697,0.3790635321780253,0.7303915572204752,1.0,1.0,0.0,0.0
21,0,0,0.4335862923690343,0.585802735559435,0.3454974451271649,0.7239565993472358,0.0,0.0,1.0,1.0
22,0,1,0.42366068464003576,0.6138216062889476,0.3364518673227501,0.7283914207358386,1.0,1.0,0.0,1.0
23,0,1,0.4504956855683702,0.6121512601815616,0.33148261319501315,0.7376263705739413,0.0,1.0,1.0,1.0
24,0,1,0.46237174651679125,0.6249747970743295,0.31516988147032615,0.7049005608285962,0.0,1.0,0.0,1.0
25,0,1,0.47308266956585365,0.612751580579709,0.3246410642527477,0.6763533290677538,0.0,0.0,0.0,1.0
26,0,1,0.44273534005093085,0.6284767558930159,0.3247389163354344,0.6933285348266802,0.0,1.0,0.0,1.0
27,0,1,0.4872955282375914,0.6252071528444798,0.25889493893558146,0.7143403718780126,1.0,1.0,0.0,1.0
28,1,0,0.5200387719110238,0.6468500504128891,0.2686159016110598,0.7148907109600112,0.0,1.0,0.0,1.0
29,1,1,0.5201090654542171,0.6301072497993219,0.28258106302794384,0.7113109971739128,0.0,0.0,0.0,0.0
30,1,1,0.46947023278038547,0.6312618031488103,0.3000117531510381,0.7336949386304343,0.0,1.0,1.0,1.0
31,0,0,0.4824644297417206,0.620858184524722,0.28462877865881964,0.7374247890713935,0.0,0.0,0.0,0.0
32,0,1,0.4216975174377313,0.6709437762137995,0.2765913507508138,0.7334374731450105,0.0,0.0,0.0,0.0
33,0,0,0.45645638767297625,0.6764771370904086,0.262394713850245,0.7438112210758037,1.0,1.0,0.0,1.0
34,0,1,0.4380417881209746,0.6454354479771521,0.2983575949525899,0.7360127730163869,0.0,1.0,0.0,0.0
35,0,1,0.37620863898178575,0.6230034168531836,0.3414372719426586,0.7321633346455946,1.0,1.0,0.0,1.0
36,0,1,0.3433249034387536,0.626117546399854,0.37545397995075713,0.7375274561123435,0.0,1.0,0.0,0.0
37,0,1,0.3346787037314132,0.645173126463307,0.36992451627806466,0.7356573971770803,1.0,1.0,0.0,1.0
38,0,1,0.38417456668955874,0.6233710749627418,0.3477520548012557,0.7226799741055353,1.0,1.0,1.0,1.0
39,1,1,0.36575192470114165,0.5993082274336777,0.34101128822798604,0.7379721972483588,0.0,0.0,1.0,1.0
40,0,1,0.34542917414882796,0.5944035972073294,0.3232787691230532,0.7479047152717464,0.0,1.0,0.0,1.0
41,0,1,0.3457801031972441,0.6075169839311414,0.3151873022290846,0.735810719993292,0.0,1.0,0.0,0.0
42,1,1,0.37219672828787315,0.6379550172457035,0.327686279023036,0.7109441561463745,0.0,1.0,0.0,1.0
43,0,1,0.3624762694092663,0.5887660906566567,0.3089047827553501,0.7084913878303261,1.0,0.0,0.0,1.0
44,0,1,0.3847754450480103,0.5847271079631253,0.31620746297731694,0.7408164288659126,0.0,0.0,0.0,1.0
45,0,1,0.37856760544780393,0.5883809425930131,0.33122561961573166,0.7028114694055024,0.0,1.0,0.0,1.0
46,1,1,0.3427400451408366,0.6055854885337658,0.303879531177891,0.6753660657247395,1.0,1.0,0.0,1.0
47,0,1,0.35417297887357607,0.584381480510218,0.2952536041525527,0.6835385293455414,1.0,0.0,1.0,0.0
48,1,1,0.317255133038916,0.6298862217371195,0.3177829683964223,0.6883341837235284,0.0,0.0,0.0,1.0
49,0,1,0.36722971528448295,0.6433352872850768,0.350117555024136,0.6863357418318939,1.0,1.0,1.0,1.0
50,0,0,0.36826833336797626,0.6454549899269983,0.34232686489028685,0.6954880400124953,0.0,0.0,0.0,1.0
51,0,1,0.40746714329844236,0.642286595310887,0.3615023718687937,0.6921118848265944,1.0,1.0,1.0,1.0
52,0,1,0.4317092694982419,0.6214479426032423,0.38377467594466314,0.7399505523788171,1.0,1.0,1.0,1.0
53,1,0,0.43026975274509915,0.6201433522840682,0.34859320854451203,0.7449376855502444,0.0,0.0,0.0,1.0
54,0,0,0.40652358165935104,0.6117038862315177,0.3678742620649252,0.7198337824834817,1.0,1.0,1.0,1.0
55,0,0,0.3974582725878689,0.5544640935608149,0.4187023400628631,0.7062026061799266,0.0,1.0,1.0,1.0
56,0,1,0.3700213406972157,0.5431557635289915,0.4265909183368444,0.6894471238700497,1.0,1.0,0.0,1.0
57,1,1,0.3124378187582564,0.514299397140888,0.41588180714120754,0.6740621403535061,0.0,1.0,1.0,0.0
58,0,0,0.3302497221225306,0.4979528501737942,0.4327374939599959,0.7064972122807411,0.0,1.0,0.0,0.0
59,0,1,0.3660720396165547,0.45896761701533884,0.42118521176450635,0.7163543479732739,0.0,1.0,1.0,1.0
60,1,1,0.3816586909426189,0.4639953745234587,0.4279403009640214,0.7064170879651624,1.0,1.0,1.0,0.0
61,0,0,0.3812149002909799,0.5165449514782143,0.45170419271659795,0.708280379250512,0.0,1.0,1.0,0.0
62,1,1,0.3983880552849358,0.5330785016891687,0.4718447323917607,0.7280733444711834,0.0,0.0,1.0,1.0
63,0,1,0.39410618150478727,0.49584016449373547,0.4497690334379529,0.7064798911683796,0.0,0.0,0.0,1.0
64,0,1,0.38487953283721826,0.49529139208702055,0.48479423451265896,0.7333986858180803,1.0,1.0,0.0,0.0
65,1,1,0.3853126819247137,0.5312702608909786,0.4787554303259609,0.7239750862135935,0.0,0.0,1.0,0.0
66,0,1,0.4029239731046142,0.5684330630007095,0.4627467126072906,0.7497743105682741,0.0,1.0,1.0,1.0
67,0,1,0.40210796445015756,0.5624334448411819,0.4293427379461185,0.7177430297314022,0.0,1.0,1.0,1.0
68,1,1,0.39293492926122897,0.5638216195568923,0.4638759901075115,0.7446636113202512,0.0,1.0,1.0,1.0
69,0,1,0.3688324071309542,0.5579727732389722,0.4602578293685307,0.6887901176044524,1.0,0.0,0.0,0.0
70,0,1,0.340392107794047,0.5773294120204071,0.43259366080353107,0.7172169819866792,1.0,0.0,1.0,0.0
71,0,1,0.3373399014009649,0.5592742637426913,0.45373233701283433,0.7165860010379341,1.0,1.0,1.0,1.0
72,1,1,0.3627945448070849,0.5383069715630676,0.4168683349221838,0.7086779961303347,0.0,1.0,1.0,1.0
73,0,1,0.36836020115428536,0.5412828230763826,0.41304198322830743,0.7343792667271896,1.0,1.0,1.0,0.0
74,0,1,0.376914833446539,0.5434606286624815,0.4155741282541591,0.7351756733539289,1.0,1.0,0.0,1.0
75,1,1,0.3655613762896631,0.47934745814432683,0.4427218613716915,0.7234370629929151,0.0,0.0,1.0,0.0
76,0,1,0.3542452868917055,0.4971034324927272,0.436663742741832,0.7070185531114395,1.0,1.0,0.0,1.0
77,0,1,0.3242344400465536,0.4876699618341388,0.4549704015811342,0.6964282089259398,1.0,0.0,0.0,1.0
78,0,1,0.3273826994822732,0.5211417681843777,0.4889457965512282,0.6856684385125018,0.0,0.0,0.0,1.0
79,0,1,0.2913142204568496,0.4886093203480058,0.44904212280762806,0.7097879766152088,0.0,0.0,1.0,0.0
80,0,0,0.26946737143937005,0.47194703841113317,0.46726440619255183,0.7287869619049331,0.0,1.0,1.0,0.0
81,1,1,0.2564320375567129,0.4959282228445988,0.4579865697271448,0.734371123779534,0.0,0.0,1.0,0.0
82,0,1,0.26542027827198544,0.49733578947700724,0.4713300661468824,0.7430976308807278,0.0,1.0,1.0,1.0
83,0,1,0.2565486966545192,0.5604187408844363,0.47729325664703875,0.6762373102688827,1.0,0.0,1.0,1.0
84,1,1,0.2675983164006298,0.5753285986027407,0.4268899363360199,0.6537441943490439,0.0,1.0,1.0,0.0
85,0,1,0.315805811984862,0.5642515125639767,0.4320349708725323,0.6383289486822069,0.0,0.0,1.0,1.0
86,0,0,0.30723958829036735,0.5434543829896811,0.4321155008079519,0.6367689386109715,1.0,0.0,0.0,1.0
87,0,1,0.31822880207231063,0.5506547087211112,0.3643320319999446,0.6506139451266664,0.0,1.0,0.0,0.0
88,0,1,0.30729542292326695,0.5410106389297288,0.3790246572005618,0.6590971058991542,0.0,0.0,0.0,1.0
89,0,1,0.3151664822199917,0.5508131033011195,0.34590210792744275,0.6397670171860852,0.0,0.0,0.0,1.0
