Trial,S0_A1,S0_A2,PRw1,PRw2,PRw3,PRw4
1,1,1,0.25,0.75,0.6,0.4
2,0,0,0.2632731893722972,0.7448703446724115,0.5917320354332858,0.3833353470522235
3,0,1,0.2697348474871586,0.7396847473779526,0.5838156779934532,0.4036720456907458
4,0,1,0.26019669945199947,0.7484493492191415,0.5640948639300984,0.4027427991966097
5,0,1,0.25111020652920296,0.7002905345901599,0.5962479794304778,0.3457948654146551
6,0,1,0.2718365247457086,0.7205217085402476,0.5371347815660734,0.3292998186361708
7,0,0,0.2837694692673521,0.730976826072487,0.5489227472922802,0.3305246841906319
8,1,1,0.26121137853153337,0.7363596792153557,0.5767741195851642,0.2903123269767735
9,0,1,0.2665137417337871,0.7232766888834293,0.6043490219007382,0.3062590472838221
10,0,0,0.26166180262930633,0.6846133695318635,0.628573907664479,0.2910416784003246
11,0,1,0.27685192666458597,0.6648998090723378,0.64837109331841,0.26052744519186444
12,0,1,0.3154281852144549,0.6422367776496434,0.6181695028082472,0.254827604903967
13,1,0,0.2730646433025436,0.6387077405285316,0.6201206252485528,0.25685040206878906
14,1,1,0.2786425832700894,0.6237729572371541,0.6266842609155898,0.2873091078267543
15,0,1,0.2766381139736674,0.5780710735610082,0.6290852848992152,0.29995293186626915
16,0,1,0.30653537849651685,0.59659802247536,0.6068215646938189,0.30848891917948673
17,0,0,0.31455312658270485,0.5759000488336369,0.6374952471837001,0.32270096714523905
18,0,1,0.3210490933249015,0.6302559415201361,0.6273671962076788,0.32358832421187017
19,0,1,0.3635498470706673,0.659494857463923,0.658979564223508,0.31736307383511503
20,0,1,0.3310041854612776,0.636507413495138,0.690746203995239,0.29680651212332393
21,1,1,0.343520136618534,0.6866726364988944,0.7059647000266948,0.27206601962894794
22,0,1,0.3841383107555933,0.6711433080911886,0.6797167203055716,0.25082629099544573
23,0,0,0.39461899389361665,0.6584192352947191,0.6765531082892241,0.25745145560480087
24,1,0,0.3925075303167474,0.6533558746248713,0.6879232091381849,0.3059217120895911
25,0,0,0.3940837689822254,0.6386938086363043,0.6763556981614531,0.2709336474610846
26,0,1,0.3584709356432005,0.6286707317141976,0.6759660575464795,0.31612999364049266
27,0,1,0.35188853971443135,0.6402053580456462,0.6673904021718898,0.3467472343359039
28,0,1,0.33294087581985554,0.6168573696722023,0.6604848950408496,0.38772402151204444
29,0,1,0.33044547122703627,0.6276943933035493,0.6464494409758162,0.37348164874960466
30,0,1,0.3251731891813382,0.5967744769224853,0.6665137985647207,0.36529014045592895
31,0,1,0.32058860279360596,0.6278250336956555,0.6352909854225205,0.3700746746478104
32,0,1,0.2954638258337199,0.6648167662629945,0.6382727176206712,0.37052767889586175
33,1,1,0.3253030017056188,0.6818725611628644,0.6312253805050799,0.3087162850887867
34,0,1,0.2854529516278813,0.6750628998178453,0.6595832095030538,0.303780693915614
35,0,0,0.29172349385245394,0.7045669483202581,0.6798808066319736,0.3417923352789754
36,0,1,0.2928864544925612,0.6826669875957653,0.6291293977428254,0.32238602305523195
37,0,0,0.2695173398740749,0.6977214279836789,0.6170460179533321,0.28977129542949903
38,0,0,0.2603922812200895,0.6717643992318191,0.6182177369805504,0.277807561797021
39,0,1,0.2609287466577177,0.6556261914761731,0.6081007584693419,0.3031402200857107
40,0,1,0.2669116896405223,0.6375377561522447,0.5479355205288508,0.3042780762134482
41,0,1,0.2532211281831589,0.6769257692438528,0.5567755091232336,0.31382497018944994
42,1,0,0.26141441606416305,0.7105184343207781,0.5797617085067729,0.27976211845637367
43,0,1,0.2611748231462979,0.7170415032649821,0.6354720426282375,0.29058706330108763
44,1,1,0.2681703113410268,0.6817628479098171,0.6350464705527802,0.2612097315116693
45,0,0,0.26040217320719977,0.7139179227140875,0.5821762056217665,0.25500625962864615
46,0,0,0.2911347314806227,0.7301189518296602,0.5783071335539629,0.29257180100999736
47,1,0,0.31808922286257013,0.7460935324208772,0.5860336061663015,0.25225139791310663
