Trial,S0_A1,S0_A2,PRw1,PRw2,PRw3,PRw4,Rw1,Rw2,Rw3,Rw4
1,0,1,0.75,0.25,0.4,0.6,1.0,0.0,1.0,1.0
2,0,1,0.720038668762735,0.2580743078498509,0.4403648391677248,0.5752696960481495,1.0,1.0,0.0,0.0
3,0,1,0.7010756368601018,0.26280325416306755,0.48398731271099554,0.579342542479326,1.0,0.0,1.0,0.0
4,0,1,0.6746582559582609,0.29839639092164555,0.4772067737780804,0.6038702074714717,1.0,0.0,0.0,0.0
5,0,1,0.6868347689617051,0.313187106514349,0.44919218669131694,0.6289165263417469,1.0,0.0,0.0,1.0
6,0,0,0.6643274770470264,0.34666399413951415,0.4647823622193594,0.6175507877631975,1.0,1.0,1.0,0.0
7,0,1,0.6446068814564684,0.3710710290109246,0.442071438503994,0.6066343040653602,1.0,1.0,0.0,0.0
8,0,1,0.6564115260201567,0.35252386353852366,0.44087936605040556,0.6194959811768797,1.0,0.0,1.0,1.0
9,0,1,0.6295691126314469,0.3421319726650593,0.4067255689773507,0.6629120075822641,1.0,0.0,0.0,0.0
10,0,0,0.5862387830765605,0.34551781245227686,0.3924420782051226,0.6633020892298157,1.0,0.0,0.0,0.0
11,0,1,0.545736986056493,0.3839768169508463,0.4043787816549558,0.6870980575360163,0.0,0.0,0.0,0.0
12,1,1,0.5094860358839243,0.3535974921123923,0.41673067991627166,0.6736672419939906,0.0,1.0,1.0,1.0
13,0,1,0.47479183789747104,0.35524097178383046,0.44401877785078003,0.659534671858898,0.0,0.0,1.0,0.0
14,1,0,0.5058773711541074,0.3597438927281088,0.4408586015105713,0.6566588502236934,1.0,0.0,0.0,1.0
15,1,1,0.5067400699090855,0.3667778431594957,0.46195801634783346,0.6365536241444033,0.0,0.0,1.0,0.0
16,0,1,0.5043186501572183,0.3056118959553906,0.46476345972288463,0.615588916570675,1.0,0.0,1.0,1.0
17,0,1,0.49058890345868167,0.3367592229256432,0.4559017324009792,0.5599936503204694,1.0,0.0,0.0,0.0
18,0,1,0.5011787677688339,0.34855944230667396,0.48671050290361806,0.5683627236156745,0.0,0.0,1.0,0.0
19,0,1,0.505940045021432,0.34258035893195954,0.5158890636490401,0.5863241860295955,1.0,0.0,0.0,1.0
20,0,1,0.4641067537614222,0.33924974936550284,0.4847412680972764,0.6213454333845289,1.0,1.0,1.0,1.0
21,0,1,0.5032600682758848,0.30628086316212044,0.47766494933385156,0.6705909609170697,1.0,0.0,0.0,1.0
22,0,0,0.5423294889255054,0.28578882154545576,0.5279380327704934,0.6803480495190865,0.0,1.0,1.0,0.0
23,0,1,0.5443929882379472,0.3465861611796328,0.5486669779018266,0.733898877983542,0.0,0.0,0.0,1.0
24,1,1,0.5646224589107518,0.3335797796895471,0.5058462917188364,0.7305828888219212,1.0,0.0,1.0,1.0
25,0,0,0.5262449955661271,0.3450877939991313,0.47803851744663056,0.722959263878945,0.0,0.0,0.0,1.0
26,1,0,0.5311035220512429,0.3059809615303867,0.43065218674005523,0.7201539530749258,1.0,1.0,1.0,1.0
27,1,1,0.5756369277237271,0.28123578141321504,0.44723281554490546,0.7402781614833279,1.0,0.0,0.0,1.0
28,0,1,0.6427637215690132,0.2907255573053582,0.47413260652302436,0.7426397922714094,1.0,0.0,0.0,1.0
29,0,0,0.6667080630465804,0.2837269078214681,0.4479430168428228,0.694242570392416,1.0,1.0,1.0,1.0
30,0,1,0.707422659286879,0.309197340286788,0.430562730771484,0.7463453957662463,1.0,0.0,0.0,1.0
31,1,1,0.7323457782434153,0.3453011895663187,0.3887083194220835,0.7147675654538985,1.0,0.0,0.0,1.0
32,0,1,0.7465060735181986,0.374006102221553,0.3798583042623945,0.7127622919345973,0.0,0.0,0.0,0.0
33,0,0,0.7494240930304406,0.36668668332027915,0.32862146161746464,0.7470801234282444,1.0,0.0,1.0,1.0
34,1,1,0.734771313979113,0.39364663718691245,0.37176689622959685,0.7403675717926352,0.0,1.0,0.0,0.0
35,0,1,0.7362604973521583,0.41060288039025356,0.36468774803234827,0.7453690290653618,1.0,1.0,0.0,0.0
36,0,1,0.7434595856423125,0.4365864942728103,0.3825118479717789,0.747247165908836,1.0,1.0,1.0,1.0
37,1,1,0.7323561253582995,0.4641054742950401,0.4134358851570393,0.6942679245575203,1.0,0.0,0.0,1.0
38,1,1,0.7457946694480626,0.4535986620903559,0.419494274368596,0.73491941729166,1.0,1.0,0.0,1.0
39,0,1,0.6907641507029756,0.45059909507218643,0.4162919228890664,0.7271147475918929,1.0,0.0,0.0,1.0
40,0,1,0.7074717824614732,0.4424929870991922,0.434485037741,0.7093985383252042,0.0,0.0,0.0,0.0
41,1,1,0.6685709572117755,0.4075582295461975,0.4709077964952074,0.6748581045167313,0.0,1.0,1.0,1.0
42,0,1,0.6659490283148701,0.45136249000233053,0.4662307278947725,0.676333328836738,1.0,1.0,1.0,1.0
43,0,0,0.6978046245812843,0.47437867817598817,0.4899960419600878,0.649524368628823,1.0,0.0,0.0,0.0
44,0,1,0.6851398622705432,0.47682448763116503,0.4729585208416984,0.6444039464022672,1.0,1.0,0.0,0.0
45,1,1,0.666360788677691,0.4979082274711347,0.4605038368393893,0.638670494773964,1.0,0.0,0.0,1.0
46,0,1,0.6389231281722735,0.522944151684178,0.46551825437679994,0.6233826767492638,1.0,1.0,1.0,0.0
47,1,1,0.6497087265533821,0.5351645378740513,0.44435628822968715,0.6514601926671176,1.0,0.0,1.0,1.0
48,1,1,0.6559062069639586,0.5418463074317021,0.4563122254608826,0.6845013636455826,1.0,1.0,1.0,1.0
49,0,0,0.6699942066782816,0.5297966753287909,0.4884925597601092,0.6803685808637293,0.0,1.0,0.0,0.0
50,0,1,0.6459352066877246,0.5554939391551937,0.4432954383693829,0.6415772094023413,1.0,1.0,1.0,1.0
51,0,0,0.6769870132290792,0.5568499512611803,0.46279097620533294,0.595481356909488,0.0,0.0,1.0,0.0
52,0,1,0.6618243986728947,0.5351780007352194,0.447341772970078,0.6201575245969563,0.0,1.0,0.0,1.0
53,1,1,0.6293568165162226,0.5259998473448675,0.44247713716876236,0.6637758038694365,1.0,1.0,0.0,1.0
54,0,0,0.6216455617454351,0.5149133481539059,0.4448677425257718,0.6083987360981109,1.0,0.0,0.0,1.0
55,1,1,0.5907300179468564,0.5288257153238574,0.45830231879682515,0.5942016323450989,0.0,1.0,0.0,1.0
56,1,1,0.6195054241556257,0.5586295754949921,0.46949159626122017,0.6048331856558378,1.0,0.0,0.0,0.0
57,0,1,0.6150012182143854,0.547136503597901,0.46655731832382225,0.605461683371606,1.0,1.0,1.0,1.0
58,0,1,0.6469891870382476,0.5490525402086348,0.49093643208369914,0.6612028346316423,1.0,0.0,1.0,1.0
59,1,1,0.6633546212492386,0.528717945864237,0.47531205827685297,0.6667990462473881,1.0,1.0,1.0,1.0
60,0,0,0.6492107903954827,0.5305406517615868,0.453438991445146,0.6387276742965143,1.0,1.0,1.0,1.0
61,0,1,0.6439458924995866,0.5456413725412552,0.48132815602272483,0.6176872884749488,1.0,0.0,1.0,1.0
62,0,1,0.6339605750709449,0.5518152997886604,0.4834985025001625,0.5991413474393675,0.0,1.0,1.0,1.0
63,0,1,0.6223678870844717,0.5430428168846747,0.49357339865526906,0.5812318064560696,0.0,0.0,0.0,0.0
64,0,1,0.6557824529024534,0.509325890492166,0.48348422219427445,0.5847827556944428,1.0,1.0,1.0,0.0
65,0,0,0.688858905130578,0.5224884766883133,0.4691431417373047,0.6391271151661401,1.0,1.0,0.0,1.0
66,0,1,0.7407486033067807,0.49889436810669713,0.4572152767901713,0.678733641826966,1.0,1.0,1.0,0.0
67,1,1,0.7218861994925085,0.5001088651839919,0.44682024885700555,0.7225710498415667,1.0,0.0,0.0,1.0
68,0,0,0.71522223299023,0.5166167157091284,0.4636703396809126,0.6791866477426296,0.0,0.0,1.0,0.0
69,0,1,0.7416826125940166,0.5266390312797453,0.45590085258636864,0.6781794950273369,1.0,0.0,0.0,1.0
70,0,1,0.7190217316772468,0.5147154549741256,0.47151771122356256,0.6718656411017399,1.0,1.0,0.0,1.0
71,0,1,0.6826555281132203,0.524804426768432,0.49960870403332625,0.6427219077784101,1.0,1.0,0.0,1.0
72,0,0,0.6609703111989669,0.5122799655714871,0.5195585527484583,0.6445536004069875,0.0,1.0,1.0,1.0
73,0,1,0.656407498859853,0.5336228161675137,0.5041907229678436,0.6200218177504493,0.0,0.0,0.0,1.0
74,0,0,0.6406958441240374,0.5380320757285676,0.5269910384167297,0.6237050069964792,0.0,0.0,0.0,1.0
75,1,1,0.5776016522439488,0.5933312691477505,0.5000294178160001,0.6495536819568548,1.0,1.0,1.0,1.0
76,0,1,0.5531007508629986,0.5420077292995137,0.4982558837165488,0.6575648369900929,0.0,0.0,0.0,1.0
77,0,1,0.5377155443447191,0.5767754712856298,0.5439826873716849,0.6858227897046475,1.0,1.0,0.0,1.0
78,1,1,0.5023532085439595,0.5930488271884378,0.5538310715147036,0.674526570673698,0.0,1.0,0.0,1.0
79,0,0,0.5077514640027381,0.6001091479903043,0.5637754449533685,0.6849856684397261,1.0,1.0,0.0,1.0
80,1,0,0.4960126656712616,0.5847581638379219,0.5748194279793513,0.6724596382851642,0.0,1.0,0.0,1.0
81,0,0,0.519414910076614,0.590785534834148,0.5415725436185321,0.6531512653237821,1.0,0.0,1.0,0.0
82,0,1,0.5114553799655723,0.6126145276840292,0.5287071808599639,0.6719721038396915,0.0,1.0,0.0,0.0
83,0,1,0.43975766476400413,0.576166154561634,0.5137899760302981,0.6406498649356777,0.0,1.0,0.0,1.0
84,1,0,0.4573338301269574,0.5826005655258427,0.5284672537138974,0.589106355199613,0.0,0.0,0.0,1.0
85,1,0,0.4598881685066755,0.5871321140821186,0.5575725687893061,0.5967003163878832,1.0,1.0,1.0,0.0
86,1,1,0.471830066998531,0.5807953707202334,0.5419057651050005,0.5789993372794395,1.0,1.0,1.0,1.0
87,1,1,0.4841186135187168,0.5301649524011491,0.5429701971445678,0.5145898032819093,1.0,1.0,0.0,0.0
88,0,1,0.46010584265164434,0.5383592079559792,0.5581979635557298,0.5003837057387576,1.0,1.0,0.0,0.0
89,0,1,0.4419009567171899,0.5465263595057934,0.5344993483927318,0.5183117193235003,1.0,1.0,0.0,1.0
90,0,1,0.4248470105495783,0.5671120034701095,0.533005885983336,0.5282204104353806,0.0,0.0,0.0,0.0
91,0,0,0.4361133416738207,0.5565210099494907,0.5276189954676402,0.5351596718707233,1.0,0.0,1.0,1.0
92,0,1,0.4532404422015004,0.5565014216232699,0.5629767465171793,0.5699550111485083,0.0,0.0,1.0,0.0
93,0,0,0.451273690072011,0.5705711202959062,0.5847609123460465,0.5847133631787279,0.0,1.0,1.0,1.0
94,0,0,0.46463857027256417,0.5742934655328487,0.6311388554989913,0.570638036958292,1.0,0.0,1.0,1.0
95,1,1,0.4492334012805118,0.5963526452612534,0.6032136868381552,0.5670806825813907,0.0,1.0,1.0,1.0
96,0,1,0.4692656336394329,0.6173006792018269,0.6112242927758887,0.6079858101786684,1.0,1.0,1.0,0.0
