Trial,S0_A1,S0_A2,PRw1,PRw2,PRw3,PRw4
1,0,1,0.25,0.75,0.6,0.4
2,0,1,0.2730201420217487,0.7391696761569125,0.6073840222702812,0.3710483033620305
3,1,1,0.32640635795932293,0.7499980796390737,0.6306819666175021,0.3540747593856273
4,0,0,0.33735845416811683,0.731598510689454,0.6389548077977173,0.3225960855379863
5,0,1,0.30695196231800204,0.7400693108681222,0.6610994471774144,0.2771698926368704
6,0,1,0.3122428508629051,0.7453053483570746,0.6350988169931305,0.30213667800287863
7,0,1,0.30858474587876483,0.6930670912686777,0.6177210238852285,0.26624989137456007
8,0,1,0.3245065522658015,0.6919543318769518,0.5802158668218099,0.2762225492109973
9,0,1,0.3227802389662462,0.7490699028999617,0.5774108074398897,0.3158877619649326
10,0,1,0.34030954209613695,0.733901371154,0.5707542041643683,0.296075074019728
11,1,1,0.36488810629754787,0.7483481578288596,0.5760683443723698,0.2921499688547644
12,0,1,0.38348181566053335,0.7299948546587244,0.5381373079238102,0.3128615023582864
13,0,0,0.384194035229553,0.7458291233466028,0.5136921400357851,0.3093988296171139
14,1,1,0.3758680284157785,0.7390679261904736,0.525888016693072,0.31431153249389066
15,0,0,0.39748648244027773,0.7244470101847702,0.5534835883821734,0.31550128564051333
16,0,1,0.4468885375000877,0.7248198867143513,0.5693502430898459,0.3035849954119738
17,0,1,0.3958099480749478,0.7225588205670369,0.5714185225380933,0.29792853248463763
18,0,1,0.43209882739713673,0.744787918566416,0.5976876451828053,0.27291303109733106
19,1,0,0.44848304172904574,0.7483341955520775,0.5765755047499046,0.31075178389717106
20,1,0,0.46304480271592346,0.7479598565659611,0.5952289907826146,0.27917718302395833
21,0,0,0.48929030807707424,0.74538923996728,0.6101514178030474,0.29854921222194275
22,0,1,0.5279004035990151,0.7485375280787124,0.5814301358433865,0.3279973585236747
23,0,1,0.5699259040370636,0.7101160301150375,0.5566819367794131,0.34478828734407274
24,0,1,0.5837333130275221,0.7368178243410802,0.5629411378223378,0.3681456594129271
25,0,1,0.5764620115173725,0.7471921049246899,0.5268102703500966,0.38498854227339263
26,1,1,0.6122739129548649,0.7334953414979752,0.529539315736786,0.41781340331872446
27,0,0,0.6429968193130017,0.745889096696277,0.5132399329500179,0.4677753295651837
28,0,1,0.6625604511272162,0.735039164966724,0.5497226160179781,0.45883521294060775
29,0,1,0.665748332753116,0.7233045078339502,0.5207174855139801,0.5074931365830073
30,0,1,0.658005526573213,0.7387731788187839,0.5107645848179394,0.5143606883294183
31,0,1,0.6529395808668539,0.7389929783712231,0.5370879294615768,0.5118401901010954
32,0,1,0.6471754704937184,0.7301872474865747,0.5217925185844349,0.5371868690085265
33,1,1,0.6448290825397524,0.7206793587826319,0.506498759305466,0.5677506614201727
34,0,1,0.6298427194740245,0.6874865741693261,0.48268807094614885,0.5710074148173976
35,1,1,0.6100777094048163,0.6693822097472586,0.4856411219258783,0.5469073488569226
36,0,1,0.6637442093856438,0.6760839168876447,0.4620102031935698,0.5741533441680974
37,0,1,0.6804125439465654,0.6392014504817999,0.48043180223729554,0.5683250458450836
38,0,0,0.6762179887615779,0.5795983021789609,0.43971476914870283,0.5831981142522787
39,0,0,0.7006509597290068,0.6095088758429893,0.42672589849405784,0.5497253308628054
40,0,1,0.7072830691402764,0.6540794029810022,0.4255102880560496,0.5154410844972586
41,0,1,0.7222393914924012,0.6517474733606597,0.4678522181981855,0.4708662523641658
42,0,1,0.7394014182886502,0.6762510535207796,0.4638432130760065,0.4522807053160642
43,0,1,0.7277129858278931,0.6697206487842559,0.4563671403509744,0.44963007874793337
44,0,1,0.7094260064808188,0.6636498760096725,0.412774444205174,0.448310912612177
45,0,1,0.7102183938333092,0.6835012325565821,0.46243232096112885,0.4270180912480956
46,0,1,0.6858665465961842,0.7010827974468943,0.4587656678709678,0.44341326097816564
47,0,0,0.6988926522572801,0.7088813059938381,0.455912560932454,0.4750676857334797
48,0,1,0.7354674100247997,0.6870161210619761,0.4285614531321872,0.46330426789132
49,0,1,0.7415426404331386,0.7068085038095254,0.4303128423175918,0.48790021592709326
50,1,0,0.7410594679213928,0.6947472551192636,0.4081725839210561,0.494007285807543
51,0,1,0.7136887844961544,0.7010990038090915,0.4030937898164848,0.455471438175897
52,0,1,0.7108515966560199,0.7134847932086819,0.3696171042065868,0.41344756638526836
53,0,1,0.7432035933129042,0.6495878133479908,0.38745721451099646,0.39734454926044416
54,0,1,0.7265845318199958,0.6451422273278271,0.3660855718794121,0.3636856259065092
55,0,0,0.7445706551554653,0.6834212420958155,0.3811805679677833,0.40015485413407803
56,1,1,0.720230057644104,0.6547071858742644,0.3779266570442726,0.37812934042701735
57,0,1,0.6938755318708634,0.6686039161486297,0.37455008574343607,0.37908521221129887
58,0,1,0.7121313822212801,0.6694831827899095,0.34443506063295015,0.3524370313002028
59,1,0,0.7044665750552497,0.6537674420691927,0.3148355909350203,0.3630541663073776
60,0,1,0.7151056752051135,0.6653467031911747,0.3123261370802726,0.3885872816488954
61,1,1,0.7311964333887317,0.6503761363628979,0.33436836302222855,0.37415705298414825
62,0,1,0.737014969281605,0.6539148650472896,0.35348624082942626,0.40817415959644343
63,1,1,0.7249082758020485,0.6556725872927569,0.36019089233507745,0.4194824207487312
64,1,1,0.7164508242556339,0.6578596181225121,0.41631181004194745,0.46247432438386815
65,0,1,0.7058245734789325,0.6825751177878316,0.4543020208091565,0.48079530857570496
66,0,1,0.7358473745695984,0.6754582818814625,0.4331481944861184,0.46405379147127085
67,1,1,0.7436372907390542,0.6810941923566545,0.39276360662297377,0.468249624156524
68,0,1,0.7300718917821586,0.6683016752784243,0.4556664913085626,0.4638065969278102
69,1,0,0.7398466390183556,0.6390686352145244,0.45456401986716083,0.45419966443596105
70,0,1,0.7050421481881287,0.6244912586201407,0.4543762146004862,0.40444978218512095
71,0,1,0.6912356911382372,0.589800912701524,0.43801560869108763,0.4666368832734037
72,0,0,0.6751688490557917,0.5364739281418806,0.4332610290930755,0.47184401206628845
73,0,0,0.677114735174806,0.5335091820122684,0.3867924766794354,0.48616843664225573
74,0,1,0.6689521289383876,0.5599894601543278,0.36544228007998,0.47977169124442537
75,0,0,0.6604065624297988,0.557291438286719,0.41713479394079334,0.44605483140515256
76,0,0,0.7226377146175736,0.5539305521487051,0.3952074979542249,0.4390093208253949
77,0,1,0.736520102243978,0.5311523450060393,0.4301753102313562,0.46711172628038683
78,0,0,0.7094002056631531,0.5458257390841008,0.47439338105028034,0.47438828323160576
79,0,1,0.6955383353486929,0.5545187453291506,0.47274029202883994,0.4613971900306985
80,0,1,0.6874695705402514,0.5218629965879482,0.47780723959711535,0.4162132517598175
81,0,1,0.6628897966879271,0.5111018942020817,0.489170969979172,0.42130669522707437
82,0,1,0.6519217697980236,0.5403361213878187,0.45147738060699777,0.40401419414708806
83,0,1,0.6905473970282328,0.5610401070187533,0.4200215640432453,0.4107765946639429
84,0,0,0.69407090929006,0.5866535457047016,0.4446299408763144,0.41348492427508177
85,1,1,0.6838117957907397,0.5658664614128013,0.4353261860528512,0.4264039820472943
86,0,1,0.6758424376974663,0.5554266780134826,0.4110806601207568,0.4195079050534602
87,0,1,0.6983027465646641,0.581368594308773,0.46366399578566664,0.39703603160397477
88,0,1,0.6607858003980267,0.5915103522669192,0.48910775384395677,0.4275796049666878
89,0,1,0.6774536443146753,0.6164425962411447,0.49384631177664823,0.46472822326189606
90,1,1,0.6915912322965769,0.6357427047871667,0.49554120854426703,0.4601543614940694
91,0,1,0.7119125508273324,0.6007974712005542,0.4873671088715917,0.43856723013397747
92,0,0,0.7032914235324984,0.6122148275690685,0.5117797608542792,0.40430073512367515
93,1,1,0.7413082872211518,0.6495875235712845,0.5379271000008738,0.39979864352026595
94,0,1,0.7382185589148901,0.6490182622858675,0.500332202133651,0.37565468586934997
95,1,1,0.7366029921402324,0.6266873888899445,0.5007659616488218,0.36946549066279916
96,0,1,0.713712884091253,0.6143515475731323,0.5054862996701299,0.3918265696761098
97,0,1,0.688338300232314,0.584954626940244,0.517054740926443,0.3970767138697028
98,0,1,0.6855389856722628,0.6263757839409567,0.5294174422696448,0.389985479464699
99,1,0,0.6703289185573768,0.6119181602455488,0.5269063170418772,0.4076317263478987
100,0,0,0.7087623091400611,0.636874029850293,0.5053114124315828,0.367009978054602
101,0,1,0.7012719264397919,0.6458697534054102,0.48932570067608,0.37332916120771414
102,0,0,0.708674668032709,0.6558103656877277,0.5378545571356733,0.37884305894197084
103,0,0,0.7174718509854044,0.6461186728485404,0.5100309589222141,0.34863668467343084
104,0,0,0.6943462013803435,0.6159664524364143,0.5288732398833875,0.3296717580389601
105,0,0,0.7188123734365311,0.6205205062796342,0.5201712122003289,0.32723211862529744
106,0,1,0.7292850674293172,0.6266386955858204,0.5248510157901374,0.335888907468802
107,1,1,0.7279280184870629,0.6243730745828572,0.506508435666013,0.3853706773929888
108,1,1,0.7188129952287347,0.6123000383203103,0.5367377356507606,0.37820864399653975
109,0,0,0.705526746519797,0.6139927493491808,0.5252230839875296,0.3969676667653474
110,0,1,0.7099322102517278,0.5786663168765322,0.49739000286884105,0.41507772646298874
111,0,1,0.704345291838873,0.6247373912555846,0.5179220362876883,0.42022786723755773
112,1,1,0.6771479822937733,0.6580928283370339,0.5398632670756088,0.4273409450906753
113,0,1,0.6844320040692333,0.6549148919161789,0.5370019190918961,0.4592490901414811
