Trial,S0_A1,S0_A2,PRw1,PRw2,PRw3,PRw4,Rw1,Rw2,Rw3,Rw4
1,0,1,0.25,0.75,0.6,0.4,1.0,0.0,0.0,1.0
2,0,1,0.2801855504784257,0.7404692275983834,0.5842677999461675,0.41520968025076316,0.0,0.0,0.0,1.0
3,1,0,0.25773103771500505,0.7418522518125509,0.56696715417173,0.4116575325109276,0.0,1.0,1.0,1.0
4,1,1,0.2645925802949302,0.7170400859608468,0.586617784119383,0.40934004990043393,0.0,0.0,1.0,0.0
5,0,1,0.27307836828212073,0.7393792410241768,0.614746614809485,0.4277229003392407,0.0,1.0,1.0,0.0
6,0,0,0.28902185371134775,0.7282489476413019,0.6071176224333559,0.4016963176584837,0.0,1.0,0.0,0.0
7,0,1,0.2635203040945472,0.7138713203976089,0.6045185139714988,0.40627822058107804,0.0,1.0,1.0,0.0
8,0,0,0.2671971149745576,0.7203028011655256,0.5749243375747715,0.41858969610759306,0.0,1.0,1.0,1.0
9,0,1,0.2697492528114436,0.6883576943751264,0.6049141934281256,0.4252537348973281,0.0,1.0,1.0,0.0
10,0,1,0.269870681143978,0.7020710718959349,0.6192866156148316,0.40407849930657175,0.0,1.0,1.0,0.0
11,0,0,0.26300375191911674,0.7202143828385815,0.6297189910188137,0.3792431808532313,0.0,1.0,1.0,0.0
12,1,1,0.2846314584930829,0.6914096884445495,0.6296633994977303,0.3478424030799573,0.0,1.0,0.0,1.0
13,1,1,0.2931506831870718,0.6889335414322635,0.6315791453730929,0.37391393845895593,0.0,1.0,1.0,0.0
14,1,1,0.25466313114851846,0.7369332858184112,0.5897517083439474,0.3797877578768235,0.0,1.0,0.0,0.0
15,1,1,0.27006389228228656,0.7146536011424814,0.592554905079038,0.3862492681552333,0.0,1.0,0.0,1.0
16,1,1,0.2960222351585508,0.6973442005786389,0.5444204626468268,0.3464314721656968,0.0,1.0,0.0,0.0
17,0,1,0.28078576624669027,0.6555539893058986,0.5745978130157543,0.32862231967137445,1.0,1.0,0.0,1.0
18,1,1,0.2590215381474361,0.6856863117408175,0.5959024867304442,0.32292845323651476,1.0,1.0,1.0,1.0
19,0,1,0.26560107110615727,0.7029515817581345,0.5917723733717761,0.36569167006940567,0.0,0.0,0.0,0.0
20,0,0,0.2839044764755539,0.7119813405364853,0.5515648263782112,0.3440991884604251,0.0,0.0,0.0,0.0
21,0,0,0.3262784362846151,0.7214438047845912,0.508203762776541,0.3379829425750015,0.0,0.0,0.0,1.0
22,1,1,0.3218131288059479,0.7127555616610352,0.5520965845250588,0.33200048181000197,0.0,1.0,1.0,1.0
23,0,1,0.302058289155445,0.7377223826831121,0.5421270023474768,0.3315000554772622,0.0,1.0,1.0,0.0
24,0,1,0.3274301792389707,0.7205544471997835,0.5135313494042689,0.29074598579629707,0.0,1.0,0.0,1.0
25,1,0,0.28418353307801075,0.6963837226844176,0.504549118652999,0.2764164277806943,0.0,1.0,0.0,1.0
26,0,1,0.3268726665347942,0.6751265993717818,0.5111769842969798,0.266479803367793,0.0,0.0,1.0,1.0
27,1,1,0.29629413511627145,0.6726793753685449,0.5374980199524264,0.2544999576777873,0.0,0.0,1.0,0.0
28,0,0,0.3048960759527143,0.6462842928819917,0.5444345077309627,0.26300554541532356,1.0,1.0,1.0,0.0
29,1,1,0.3064062371239453,0.6625746688916784,0.5171279149595449,0.26697127007759003,1.0,0.0,1.0,0.0
30,0,1,0.28553872236991357,0.6308895885760152,0.49292092618420463,0.2728570474244894,1.0,0.0,1.0,1.0
31,1,0,0.2783838514306328,0.6330241173703554,0.48488488498366505,0.2517619541092543,0.0,1.0,1.0,0.0
32,1,1,0.28302059335334234,0.6481855058701631,0.4511912382073264,0.2731561258102896,0.0,0.0,1.0,0.0
33,0,1,0.28708292070677954,0.6531835626029806,0.4445674636689283,0.2506522769540529,1.0,1.0,1.0,1.0
34,1,1,0.26658779840702873,0.6554846592935569,0.4614150702390345,0.2909602167969191,0.0,0.0,1.0,0.0
35,1,1,0.2644853538810505,0.6615908645902885,0.45685477842422734,0.2815089255130547,0.0,1.0,1.0,0.0
36,0,1,0.29834791458144094,0.6629665591501405,0.4080289098339299,0.30602447832832824,0.0,1.0,0.0,0.0
37,0,1,0.3046396905216639,0.6726068210926117,0.4218635151115085,0.2897766188868915,0.0,0.0,1.0,0.0
38,1,1,0.3107222372824027,0.6464963728064835,0.42803852707659673,0.2757060268358613,1.0,0.0,1.0,0.0
39,1,0,0.2669166194018615,0.6417519261677183,0.38925625899912436,0.25522741158419265,0.0,1.0,0.0,0.0
40,0,0,0.2611644159644713,0.5946792564162485,0.4022580293356922,0.28062176210770334,0.0,0.0,1.0,0.0
41,0,1,0.2652598348612832,0.5916673365647926,0.42203695321934387,0.2503090295928395,0.0,1.0,1.0,0.0
42,0,1,0.2862004102401886,0.5968574433545467,0.45984742125789546,0.26183102504671085,0.0,0.0,1.0,0.0
43,0,1,0.30093797366388336,0.6083196301201218,0.41564085536696593,0.2625268416446706,0.0,0.0,1.0,1.0
44,0,0,0.27856147238155976,0.6021587560081282,0.3750851612686424,0.28751634207611215,1.0,0.0,0.0,0.0
45,0,1,0.27780309968511924,0.6351602149519495,0.3979021584161805,0.28005644555665526,0.0,1.0,0.0,0.0
46,0,1,0.264033123206309,0.6109131116238748,0.40295935016813067,0.3010454879882631,1.0,1.0,0.0,0.0
47,1,1,0.2513670969334409,0.5942715695881963,0.43308757505764794,0.35967562879109344,1.0,1.0,1.0,1.0
48,0,0,0.25512578263493746,0.6301385100115515,0.44377897097526753,0.3409619677310208,0.0,1.0,0.0,0.0
49,0,1,0.30421058068422685,0.6518471180576241,0.46593543355677736,0.3921969183371068,0.0,1.0,1.0,1.0
50,0,1,0.3074520941643308,0.6650533572270487,0.4869959249507237,0.3979190293462251,1.0,0.0,0.0,0.0
51,0,0,0.2782859011377823,0.6429043003376314,0.51538455062519,0.42459497262227325,0.0,1.0,1.0,1.0
52,0,0,0.2942158118989988,0.6390851386858701,0.5101869038317683,0.4090248146945897,1.0,1.0,1.0,1.0
53,0,1,0.30978143786276735,0.6452056886839133,0.5227770926035713,0.4415265930370612,0.0,1.0,1.0,1.0
54,1,1,0.332476579093682,0.62828644401332,0.5517734524804142,0.3845197255506515,0.0,0.0,1.0,0.0
55,0,1,0.3512418774297141,0.6030687933983995,0.5792680228838197,0.38364223929025926,0.0,0.0,1.0,0.0
56,0,1,0.373084245366049,0.585276434952221,0.5633261295829857,0.37997455840840755,0.0,1.0,1.0,1.0
57,1,1,0.3978332813385526,0.5725535790972418,0.5803207983262882,0.36540056398943055,0.0,1.0,1.0,1.0
58,0,0,0.42133706334489207,0.6013764921923409,0.5944264389695456,0.34747173356101213,0.0,0.0,1.0,1.0
59,0,1,0.4107869862168535,0.5710322015672695,0.5982468459416431,0.33830414173951234,1.0,1.0,1.0,0.0
60,0,1,0.4031760520524281,0.5835574728934981,0.574284013932034,0.3323621147858368,0.0,1.0,1.0,0.0
61,0,1,0.3881017542099304,0.5793314987499417,0.5507186069981919,0.31569164337140226,1.0,0.0,1.0,0.0
62,1,0,0.4110759622843508,0.5926275868618387,0.5611156054652471,0.28390974900150695,0.0,1.0,0.0,0.0
