Trial,S0_A1,S0_A2,PRw1,PRw2,PRw3,PRw4
1,0,1,0.75,0.25,0.4,0.6
2,0,1,0.7190641193920483,0.2535990125745404,0.3623594470874335,0.5940871862208023
3,0,0,0.7499943690593917,0.25230091662290133,0.3640772109377795,0.5790314107452763
4,0,1,0.7222494934582715,0.2713297458248696,0.38988574559769,0.5386351852293704
5,0,1,0.7224836638862117,0.31219958555950966,0.35488929578257017,0.5733555698972372
6,1,1,0.7139597877349508,0.30813376113738794,0.3551705555974626,0.5875885162369802
7,0,0,0.7054018140562672,0.3249403683466881,0.35950781966126877,0.5567772995093766
8,1,0,0.664220102060293,0.34218569560821793,0.36976415722420425,0.5648362233478725
9,0,1,0.6098694734438119,0.3272287186243206,0.36234479363920136,0.5692543658468432
10,0,1,0.6169064142075417,0.3214065968371826,0.38519899982533684,0.533508813963385
11,0,0,0.6120668032849593,0.3121603886146903,0.41907947966772685,0.5182091999539371
12,0,0,0.5989255712281099,0.32902004056879813,0.4175217471252413,0.48466420882477046
13,0,1,0.6587252104624063,0.3312571431306895,0.40040419428279844,0.4729256712629053
14,1,0,0.6084226063550113,0.30754305432010315,0.4262405133648208,0.45759918153589585
15,1,1,0.6275428952013363,0.2962401233668409,0.4149783325650382,0.4151861980604382
16,1,1,0.629128376639213,0.32762099457555344,0.4032324871240728,0.44268486426650777
17,1,1,0.5965084359790216,0.36863412611447394,0.4040091669649057,0.4235830721205864
18,0,1,0.6223001352207238,0.3736112914716141,0.37043573997725676,0.4371461847210841
19,0,0,0.6293664563621237,0.37510360991297487,0.38563038797120436,0.4455745579579577
20,1,1,0.6308001106700349,0.36965466518676554,0.44408594360333603,0.41744364126734296
21,0,1,0.6448861235536077,0.3966390867963041,0.42889962601702875,0.4365387975730332
22,1,0,0.636750515940404,0.39485346673232485,0.43196284606810703,0.4072712101852499
23,0,1,0.6075235788421414,0.38038771295496415,0.40990948051068615,0.377157638211939
24,0,0,0.631208611461258,0.3718187091361348,0.4594104048284418,0.41001179782450087
25,0,1,0.5741843058002654,0.3788610692249618,0.43539615039416324,0.3709459030877155
26,0,1,0.5812461847739561,0.3524564007858341,0.4353990469478099,0.3690976120999263
27,0,1,0.5699943947494397,0.35465353912090586,0.4325744468259333,0.3809407656235236
28,1,1,0.5781899326440184,0.3215748150059049,0.37780335696670003,0.391382864339591
29,0,1,0.5722904031997124,0.30489690166376765,0.37014935558043077,0.45522997928134246
30,1,0,0.6272718299810625,0.2924752868687135,0.39244130172137287,0.4100854079307851
