Trial,S0_A1,S0_A2,PRw1,PRw2,PRw3,PRw4
1,0,1,0.25,0.75,0.6,0.4
2,0,0,0.25753778229688856,0.7292074427573153,0.5738578216550801,0.3538524548602374
3,1,1,0.2987556885957461,0.7208649361796615,0.555716596803951,0.37645247394782655
4,0,1,0.2578064915638876,0.7291596680480172,0.5731346981127574,0.35047784004078075
5,1,1,0.253783991686979,0.7448232337293449,0.5560503646868358,0.39304887635759156
6,0,1,0.2811765941013843,0.7393606263907617,0.5693710462955052,0.36120447736577754
7,0,1,0.28350861731737576,0.7444527921511026,0.5899435300338227,0.41764254077552165
8,1,1,0.2644845208085775,0.7275918986508519,0.5935803307332448,0.4436539659364861
9,1,1,0.29596925477870073,0.7363350810146664,0.5960300547836574,0.4386200635753503
10,1,0,0.3197882546352855,0.7376310309296549,0.5827038314413143,0.46166435249761706
11,1,1,0.36320211961442517,0.747524567864756,0.5790719872570874,0.4720829188249866
12,0,0,0.3967563061811285,0.6881698649036415,0.6030024722735767,0.4677328269580062
13,0,1,0.3706115981813961,0.6777722154648164,0.5723102125598964,0.4911420543244072
14,1,1,0.39041582310976414,0.6429960925763741,0.5719282041798993,0.5118663516927748
15,1,0,0.39095925314964086,0.6566575607500388,0.5954149995111819,0.501295463868552
16,0,1,0.4033638427619261,0.6799640446986723,0.6270347916711354,0.4947386509803474
17,0,0,0.3951247855090876,0.7040550969004046,0.6417069325135765,0.5360348002492702
18,0,1,0.4186179275459813,0.6968643848728772,0.6398350433192981,0.546480834551796
19,0,1,0.4033497393934548,0.7240543692977488,0.6239285325269663,0.5125382607563079
20,0,0,0.37554717991686637,0.7019997716365098,0.665062105075633,0.5171559332086352
21,1,1,0.3940855063260828,0.7224785344001493,0.6474341791213123,0.5191637561355096
22,1,1,0.3977715107815953,0.6879181238575223,0.6596957233013525,0.519210099989991
23,0,0,0.4088525665789527,0.7337495321894274,0.6743063877709254,0.48826167111547464
24,1,1,0.4105887049746876,0.6969028728311026,0.688536711879832,0.4332328958196814
25,0,0,0.37478152933420666,0.6687621436153022,0.6902309971887761,0.42072231379596126
26,0,0,0.37120463662081116,0.6476022352827292,0.7329858517979273,0.42591167421575193
