Trial,S0_A1,S0_A2,PRw1,PRw2,PRw3,PRw4
1,0,1,0.25,0.75,0.6,0.4
2,0,0,0.2553350564019345,0.736491240987055,0.6459804287542619,0.4403125861012937
3,0,1,0.2588005017803278,0.7299591857405201,0.6365659879472818,0.45790162879044055
4,1,0,0.3159068324795038,0.7424278196984704,0.64952057891002,0.45989595139336575
5,1,1,0.3053475784195679,0.742311849510048,0.6621911270823992,0.5017121362057121
6,0,1,0.2821184537887559,0.7135939604275838,0.6972412250660114,0.5177887031395849
7,0,1,0.2694659421059865,0.6914578963586288,0.6361161516654379,0.5042142988750502
8,0,0,0.2562882912059423,0.6969389217049078,0.6402497563012172,0.46908956503830135
9,0,1,0.265433567578146,0.7009277381208516,0.6647667606360815,0.4891993006539696
10,0,1,0.2539174299882769,0.7109518744533034,0.7181970115020938,0.5246156515439235
11,0,1,0.27789192054455825,0.7310336691190594,0.7222317146479449,0.5567871707452845
12,1,1,0.2707262940243985,0.7425930043975284,0.7226307042280383,0.5415358613094738
13,0,1,0.26040851595439124,0.7254027637005145,0.7420072236489036,0.5311894170449791
14,0,0,0.2556946196456807,0.7359872129042992,0.715095560064194,0.5627313496121765
15,1,0,0.2576192414673619,0.6813169908914141,0.6409571921891409,0.5480568252678126
16,0,1,0.2665691968247792,0.696168248458233,0.6370667248659542,0.5406198661944609
17,0,1,0.2694936594775513,0.6821303340090413,0.5967678311610184,0.6123899676525562
18,0,1,0.2894973806055641,0.6554291374052176,0.5978917729321411,0.6104639469411276
19,1,1,0.26856120556151913,0.613869010628579,0.5738431428542086,0.5766988372052495
20,1,1,0.2633800591114405,0.5917132654418346,0.5727789322004593,0.6053161081471964
21,0,1,0.29994415846951733,0.6188034145068628,0.5501300065684183,0.6185782028563465
22,0,1,0.2931701116073794,0.5937595371332063,0.5205195555455582,0.5986417517844888
23,1,1,0.29527460743266937,0.5977944531719737,0.5276385209789284,0.6178395434815755
24,0,1,0.2747777556541228,0.5727756733076633,0.5198246777288732,0.6186131811033008
25,1,1,0.2631943581464854,0.5650820118260018,0.5341296726936194,0.6325387517078854
26,0,1,0.319539251972246,0.610855673454955,0.5617696592749853,0.63231199646808
27,1,0,0.30248605856510685,0.6064228001436204,0.5274933573579803,0.6786757339407319
28,0,1,0.3032661068548201,0.663794720847168,0.5277702288833676,0.7111133704263208
29,0,1,0.3031787443565729,0.6782449165746569,0.5092467218772196,0.722767205517594
30,0,1,0.29757972449844144,0.7407877577181169,0.49161573828259403,0.7435050305864928
31,0,1,0.25075068076539486,0.7284858310258064,0.47450793412030157,0.7456312901714323
32,0,1,0.2534790100882311,0.7387026803607195,0.45114933119662853,0.7434341748272467
33,1,0,0.25283342011270493,0.7269497925165228,0.45079654630507454,0.7467159836711762
34,1,0,0.2550087970625065,0.7077041334565438,0.453024931673026,0.7187379246338534
35,1,0,0.258958741292838,0.7183071543762329,0.4859401966054231,0.7269017984425787
36,0,1,0.3039964264164876,0.6911089369892053,0.5015995027043945,0.7480608608346896
37,1,0,0.2869930345407752,0.6581898628729586,0.45694836300954444,0.7287063753086096
38,0,0,0.2755548417457928,0.6175709897936764,0.4722783613942231,0.7408388518410386
39,0,1,0.2798704669970351,0.6353782826306617,0.44074614503108656,0.7435207444652892
40,0,0,0.33741035336382813,0.6378380725493846,0.4548822274507298,0.7295296229928753
41,0,1,0.3336880626339464,0.6171454373872958,0.47508640660257256,0.7152964648502099
42,0,1,0.3582333083533243,0.6038404678654664,0.466638162389568,0.688716961600334
43,0,1,0.3603137704929903,0.593065574927242,0.4279819026649172,0.6763938700082577
44,0,1,0.3926640284426969,0.6225142093858739,0.43021914681376766,0.6581124916488961
45,0,1,0.3809390431469015,0.597947014297237,0.4122064078028921,0.6924507053103359
46,1,1,0.32758630384843307,0.5614104946517405,0.35722158303547824,0.6871936039581351
47,1,0,0.33308906685383916,0.5967112266394275,0.375522857352862,0.6515810580940339
48,0,1,0.33774521592053136,0.6237789515850021,0.40405232288282367,0.65712439484185
49,0,1,0.3186880993764266,0.6524968563199299,0.38841410610221516,0.675193055998193
50,0,1,0.3183676214481299,0.6755554592424151,0.41591621839566184,0.6911952831714655
51,1,1,0.33376350372101815,0.7153211950262008,0.3782049049700199,0.6860988152735917
52,0,1,0.3059705857759295,0.7325047506143392,0.39394699304880887,0.6973089199937685
53,0,0,0.3040574874542824,0.7468274565193901,0.3758916194225033,0.7418012165901255
54,0,0,0.3072035521290275,0.7384085771068267,0.36568986276445087,0.7141752109858212
55,1,1,0.322702768678158,0.7492341985993406,0.35307879586365587,0.7222994461764061
56,0,1,0.33736559017034234,0.7299255727918553,0.3740388921010615,0.7287251655286122
57,0,1,0.363690420613856,0.6551787757994388,0.39364715028209857,0.7435790401149207
58,0,0,0.38339139443559433,0.6696730888462911,0.40304221590786854,0.7363767883803165
59,0,1,0.40972176181988096,0.6267516869369456,0.4238803732192101,0.7076331291748047
60,1,1,0.38438161253494996,0.6202426347272706,0.39476250845857475,0.710187692823316
61,0,1,0.3627913597893034,0.6486135137578182,0.38771836577647967,0.7326380357026508
62,0,0,0.40168580997689435,0.6270320407661667,0.370624770876921,0.7308302310253758
63,1,1,0.4458850106520481,0.5740895015618863,0.35784597019416475,0.7293587645050041
64,1,0,0.4638765011011352,0.5549602465485057,0.3675155628459045,0.7446777990741101
65,0,1,0.46524239353548397,0.5586775438771645,0.36738943119973433,0.6888331773604027
66,0,0,0.4499238096484677,0.5529203194127422,0.3801040936163495,0.6830101890666349
