Trial,S0_A1,S0_A2,PRw1,PRw2,PRw3,PRw4,Rw1,Rw2,Rw3,Rw4
1,0,1,0.25,0.75,0.4,0.6,0.0,1.0,0.0,1.0
2,1,0,0.2688216250091688,0.7397896209796094,0.4083604267580857,0.5783542181480092,0.0,0.0,0.0,1.0
3,1,1,0.2608010387431,0.7491988364200566,0.40979646906735223,0.6018888329894554,1.0,1.0,1.0,1.0
4,0,1,0.3105192751889623,0.7363406847256887,0.40704835796346267,0.6210121942283463,0.0,1.0,0.0,0.0
5,1,1,0.2846323417193548,0.7488710096082397,0.4050548630981938,0.6014838482394349,0.0,1.0,1.0,1.0
6,0,1,0.29477686325271557,0.7187292231640952,0.3556483824049488,0.6160937005965154,0.0,0.0,0.0,0.0
7,0,1,0.26185612883736864,0.7081134257204682,0.3249175249407209,0.5767329502637067,0.0,1.0,1.0,1.0
8,1,1,0.263114832593533,0.6677899635582377,0.28683813647996814,0.6199645366026412,0.0,1.0,0.0,1.0
9,0,1,0.25244322046433154,0.7091102554483618,0.26224863730623343,0.623526183549257,0.0,0.0,0.0,0.0
10,0,0,0.2571141288180624,0.67622820080839,0.2896341466898768,0.6153554887398736,0.0,1.0,0.0,1.0
11,0,0,0.2575591837387708,0.6719863369168433,0.2681084411396553,0.6038466213006092,1.0,1.0,0.0,1.0
12,1,1,0.2822636395352018,0.660204904358716,0.28921423137890173,0.5722061365969036,1.0,1.0,0.0,1.0
13,0,0,0.3013651655730885,0.6483502657982958,0.2596606294359739,0.5844840048658638,0.0,1.0,1.0,1.0
14,1,0,0.3006307428002654,0.6539095869336744,0.27022593837544734,0.6057931740706326,0.0,1.0,0.0,0.0
15,0,1,0.31819937830326045,0.7180566272564823,0.2564496617133087,0.6128756473877747,0.0,1.0,0.0,0.0
16,0,1,0.28611099536415413,0.6819991598050609,0.27571972269886685,0.6626138848061918,0.0,0.0,0.0,1.0
17,1,1,0.2972668397441633,0.6646146445948529,0.258321280837615,0.7126590456255694,1.0,1.0,1.0,0.0
18,1,0,0.30656717337371686,0.7120037098875361,0.2718625191109363,0.6825973812740893,0.0,0.0,0.0,0.0
19,0,1,0.3368918013554083,0.7421344902623029,0.29663479352787364,0.6914690421709123,1.0,1.0,0.0,1.0
20,0,0,0.3210237144967233,0.7428336429586169,0.2928035333740981,0.673952413237059,0.0,1.0,1.0,0.0
21,0,1,0.2662130281332671,0.7353207248869083,0.30218506714920096,0.6694206511201778,0.0,1.0,1.0,1.0
22,1,1,0.2819819111373331,0.7436405148820378,0.3238979380742826,0.686295453234911,0.0,0.0,0.0,0.0
23,0,0,0.306736761420023,0.697799311128134,0.29552278498584555,0.6743991301403142,0.0,1.0,0.0,1.0
24,0,1,0.30303882102516977,0.6818143727818825,0.27943837885977524,0.6601440349648845,1.0,1.0,1.0,1.0
25,0,0,0.29293629843967023,0.6748036293897107,0.2509084528967441,0.6791544051547088,0.0,1.0,0.0,1.0
26,0,1,0.2652537224185616,0.702338159298398,0.2555625734893343,0.6793732780350329,0.0,1.0,1.0,0.0
27,0,1,0.26495425493187597,0.7097865949198805,0.2553899765201184,0.716448590510006,1.0,1.0,1.0,1.0
28,0,1,0.2790350603457171,0.6720258140026886,0.2650100366599905,0.6817323182638401,0.0,0.0,0.0,1.0
29,0,1,0.2544763990088282,0.654959638110555,0.27665144939803243,0.63344947466142,0.0,1.0,0.0,1.0
30,0,1,0.2732662043175297,0.6665229855227859,0.26920555435897814,0.6186378748425544,0.0,1.0,1.0,1.0
31,0,0,0.2503750676692883,0.6777565008176756,0.25463401052414625,0.5702346965694595,1.0,0.0,0.0,1.0
32,0,0,0.27132435453430953,0.7016299645628234,0.2793755074000699,0.5778676101704615,1.0,1.0,1.0,1.0
33,0,1,0.27014280978330985,0.6683896472294312,0.2581399449493779,0.583632690583115,0.0,1.0,0.0,1.0
34,1,1,0.279275704576736,0.6544410256816406,0.30685759012199193,0.61513295364522,0.0,1.0,0.0,0.0
35,1,0,0.2660275341487907,0.6854512069279264,0.2958535819657623,0.615732504140464,0.0,0.0,0.0,1.0
36,1,1,0.27676164020523314,0.6521639017672304,0.295684337336602,0.6092830611919734,0.0,1.0,0.0,1.0
37,0,1,0.2578129071342574,0.6746229436241015,0.2986486378074238,0.6375764593734822,0.0,1.0,0.0,1.0
38,1,1,0.25944861235884087,0.7205698325834706,0.3227848116213955,0.6408617085622969,0.0,1.0,0.0,1.0
39,0,0,0.25087707763535205,0.749764395684086,0.3406092813460697,0.6845737259982041,0.0,1.0,0.0,1.0
40,0,1,0.2647728447152323,0.7238812285808628,0.3633750443510282,0.6879508693006833,0.0,0.0,0.0,1.0
41,0,1,0.25936376636213343,0.7431417702252815,0.38715469532991864,0.6555958518306506,1.0,0.0,0.0,1.0
42,1,0,0.2606411193457446,0.7400558106037304,0.3397084056194395,0.623370726397078,0.0,1.0,0.0,1.0
43,0,0,0.28859144213189747,0.7282005592997978,0.36523494634765213,0.6660544317469839,0.0,0.0,1.0,0.0
44,0,1,0.30043160639600114,0.7404628575992629,0.3573402120443976,0.5996660386071035,0.0,0.0,0.0,1.0
45,1,0,0.2983291541669845,0.7414515389961015,0.37355305947225315,0.5692749816943079,1.0,0.0,1.0,0.0
46,1,1,0.2633907951670428,0.7404235509825774,0.4027718724566885,0.5925678960489817,1.0,1.0,0.0,0.0
47,1,0,0.2511856540826335,0.73899811791783,0.4134353575517632,0.5900014782602171,1.0,1.0,1.0,1.0
