"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","state","choice","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","block_num","seq_file","trial_seq_info","two_arm_score_block1","two_arm_score_block2","two_arm_score_total","jar","bead","previous_bead","correct","highH_score","lowH_score","total_bonus"
"pavlovia","0","1291","0.0-0.0","614a2938ccbb6e48eb2dcbd1","63690f60c96a0a9a64b48fbc","63691a94b4e4216936ef6274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","189231","0.0-1.0-0.0","614a2938ccbb6e48eb2dcbd1","63690f60c96a0a9a64b48fbc","63691a94b4e4216936ef6274","187779","new_consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","2","200416","0.0-1.0-1.0","614a2938ccbb6e48eb2dcbd1","63690f60c96a0a9a64b48fbc","63691a94b4e4216936ef6274","11173","","{""Q0"":""Male"",""Q1"":""Asian""}","[0,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","3","204916","0.0-1.0-2.0","614a2938ccbb6e48eb2dcbd1","63690f60c96a0a9a64b48fbc","63691a94b4e4216936ef6274","4484","","{""Q0"":""42""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","4","513178","0.0-2.0","614a2938ccbb6e48eb2dcbd1","63690f60c96a0a9a64b48fbc","63691a94b4e4216936ef6274","308157","","","","[{""page_index"":0,""viewing_time"":305807},{""page_index"":1,""viewing_time"":2347}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","5","518180","0.0-3.0","614a2938ccbb6e48eb2dcbd1","63690f60c96a0a9a64b48fbc","63691a94b4e4216936ef6274","5000","","","","[{""page_index"":0,""viewing_time"":5000}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","6","519949","0.0-4.0-0.0","614a2938ccbb6e48eb2dcbd1","63690f60c96a0a9a64b48fbc","63691a94b4e4216936ef6274","","","","","","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","7","766240","0.0-4.0-1.0","614a2938ccbb6e48eb2dcbd1","63690f60c96a0a9a64b48fbc","63691a94b4e4216936ef6274","246290","","","","[{""page_index"":0,""viewing_time"":33092},{""page_index"":1,""viewing_time"":41464},{""page_index"":2,""viewing_time"":48492},{""page_index"":3,""viewing_time"":65269},{""page_index"":4,""viewing_time"":18515},{""page_index"":3,""viewing_time"":23053},{""page_index"":4,""viewing_time"":16404}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","8","783823","0.0-4.0-2.0-0.0","614a2938ccbb6e48eb2dcbd1","63690f60c96a0a9a64b48fbc","63691a94b4e4216936ef6274","17578","","j","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/green_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/green_stim_2_deact.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/green_stim_1.png')""></div></div>","good_alien_practice","0","green","1","1","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","784335","0.0-4.0-2.0-1.0","614a2938ccbb6e48eb2dcbd1","63690f60c96a0a9a64b48fbc","63691a94b4e4216936ef6274","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/green_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/green_stim_2_deact.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/green_stim_1.png')""></div></div>","","","","","","","","","","","","","","","","","","","","","","","",""
